"","entrez_id","symbol","n_exons","length","source","Symbol"
"102723678","102723678","LOC102723678",4,1846,"IGIS","LOC102723678"
"102723679","102723679","LOC102723679",9,2358,"IGIS","LOC102723679"
"102723680","102723680","LOC102723680",21,3551,"IGIS","LOC102723680"
"102723682","102723682","LOC102723682",6,2370,"IGIS","LOC102723682"
"102723683","102723683","LOC102723683",5,1062,"IGIS","LOC102723683"
"102723684","102723684","LOC102723684",16,2053,"IGIS","LOC102723684"
"102723685","102723685","",9,816,"IGIS",""
"102723686","102723686","LOC102723686",6,342,"IGIS","LOC102723686"
"102723687","102723687","",5,1034,"IGIS",""
"102723690","102723690","LOC102723690",9,1578,"IGIS","LOC102723690"
"102723691","102723691","LOC102723691",12,2060,"IGIS","LOC102723691"
"102723692","102723692","LOC102723692",4,1108,"IGIS","LOC102723692"
"102723693","102723693","LOC102723693",9,1314,"IGIS","LOC102723693"
"102723694","102723694","LOC102723694",9,5055,"IGIS","LOC102723694"
"102723695","102723695","LOC102723695",9,987,"IGIS","LOC102723695"
"102723696","102723696","LOC102723696",16,2750,"IGIS","LOC102723696"
"102723697","102723697","LOC102723697",9,1698,"IGIS","LOC102723697"
"102723698","102723698","LOC102723698",9,1428,"IGIS","LOC102723698"
"102723699","102723699","LOC102723699",9,387,"IGIS","LOC102723699"
"102723700","102723700","LOC102723700",9,654,"IGIS","LOC102723700"
"102723701","102723701","LOC102723701",4,4614,"IGIS","LOC102723701"
"102723702","102723702","LOC102723702",8,149,"IGIS","LOC102723702"
"102723703","102723703","LOC102723703",8,3008,"IGIS","LOC102723703"
"102723704","102723704","LOC102723704",10,2902,"IGIS","LOC102723704"
"102723705","102723705","LOC102723705",3,49,"IGIS","LOC102723705"
"102723706","102723706","LOC102723706",16,2730,"IGIS","LOC102723706"
"102723708","102723708","LOC102723708",7,2020,"IGIS","LOC102723708"
"102723709","102723709","LOC102723709",7,3158,"IGIS","LOC102723709"
"102723710","102723710","LOC102723710",4,88,"IGIS","LOC102723710"
"102723712","102723712","LOC102723712",9,627,"IGIS","LOC102723712"
"102723713","102723713","LOC102723713",7,4648,"IGIS","LOC102723713"
"102723714","102723714","LOC102723714",7,560,"IGIS","LOC102723714"
"102723715","102723715","LOC102723715",6,1100,"IGIS","LOC102723715"
"102723716","102723716","LOC102723716",6,3621,"IGIS","LOC102723716"
"102723717","102723717","LOC102723717",12,9298,"IGIS","LOC102723717"
"102723718","102723718","LOC102723718",9,2130,"IGIS","LOC102723718"
"102723719","102723719","LOC102723719",2,548,"IGIS","LOC102723719"
"102723720","102723720","LOC102723720",3,654,"IGIS","LOC102723720"
"102723721","102723721","LOC102723721",6,1875,"IGIS","LOC102723721"
"102723722","102723722","LOC102723722",37,10845,"IGIS","LOC102723722"
"102723723","102723723","LOC102723723",6,852,"IGIS","LOC102723723"
"102723724","102723724","LOC102723724",6,1344,"IGIS","LOC102723724"
"102723725","102723725","LOC102723725",9,381,"IGIS","LOC102723725"
"102723726","102723726","LOC102723726",4,918,"IGIS","LOC102723726"
"102723727","102723727","LOC102723727",6,454,"IGIS","LOC102723727"
"102723728","102723728","LOC102723728",9,1557,"IGIS","LOC102723728"
"102723729","102723729","LOC102723729",6,829,"IGIS","LOC102723729"
"102723730","102723730","LOC102723730",9,6933,"IGIS","LOC102723730"
"102723731","102723731","LOC102723731",6,610,"IGIS","LOC102723731"
"102723732","102723732","LOC102723732",2,548,"IGIS","LOC102723732"
"102723733","102723733","LOC102723733",6,4602,"IGIS","LOC102723733"
"102723734","102723734","LOC102723734",3,63,"IGIS","LOC102723734"
"102723735","102723735","LOC102723735",6,8325,"IGIS","LOC102723735"
"102723736","102723736","LOC102723736",6,1317,"IGIS","LOC102723736"
"102723737","102723737","LOC102723737",6,808,"IGIS","LOC102723737"
"102723738","102723738","LOC102723738",9,127,"IGIS","LOC102723738"
"102723739","102723739","LOC102723739",9,1614,"IGIS","LOC102723739"
"102723740","102723740","LOC102723740",6,780,"IGIS","LOC102723740"
"102723741","102723741","LOC102723741",9,1218,"IGIS","LOC102723741"
"102723742","102723742","LINC01500",9,881,"IGIS","LINC01500"
"102723743","102723743","LOC102723743",2,864,"IGIS","LOC102723743"
"102723744","102723744","LOC102723744",6,1509,"IGIS","LOC102723744"
"102723745","102723745","LOC102723745",3,73,"IGIS","LOC102723745"
"102723746","102723746","LOC102723746",9,648,"IGIS","LOC102723746"
"102723749","102723749","LOC102723749",5,342,"IGIS","LOC102723749"
"102723750","102723750","LOC102723750",9,4626,"IGIS","LOC102723750"
"102723751","102723751","LOC102723751",5,111,"IGIS","LOC102723751"
"102723752","102723752","LOC102723752",16,1153,"IGIS","LOC102723752"
"102723753","102723753","LOC102723753",25,4412,"external","LOC102723753"
"102723754","102723754","LOC102723754",3,48,"IGIS","LOC102723754"
"102723755","102723755","LOC102723755",6,1809,"IGIS","LOC102723755"
"102723756","102723756","LOC102723756",9,1905,"IGIS","LOC102723756"
"102723757","102723757","LOC102723757",6,1515,"IGIS","LOC102723757"
"102723758","102723758","LOC102723758",9,2838,"IGIS","LOC102723758"
"102723759","102723759","LOC102723759",9,1518,"IGIS","LOC102723759"
"102723760","102723760","LOC102723760",9,462,"IGIS","LOC102723760"
"102723761","102723761","LOC102723761",12,4147,"IGIS","LOC102723761"
"102723762","102723762","LOC102723762",3,1863,"IGIS","LOC102723762"
"102723763","102723763","LOC102723763",9,999,"IGIS","LOC102723763"
"102723764","102723764","LOC102723764",9,1269,"IGIS","LOC102723764"
"102723765","102723765","LOC102723765",19,1905,"IGIS","LOC102723765"
"102723766","102723766","LOC102723766",22,2508,"IGIS","LOC102723766"
"102723767","102723767","LOC102723767",4,654,"IGIS","LOC102723767"
"102723768","102723768","LOC102723768",9,483,"IGIS","LOC102723768"
"102723769","102723769","LOC102723769",6,2760,"IGIS","LOC102723769"
"102723770","102723770","LOC102723770",27,5129,"IGIS","LOC102723770"
"102723771","102723771","LOC102723771",6,1180,"IGIS","LOC102723771"
"102723772","102723772","LOC102723772",16,6688,"IGIS","LOC102723772"
"102723773","102723773","LOC102723773",44,14054,"IGIS","LOC102723773"
"102723774","102723774","LOC102723774",6,2380,"IGIS","LOC102723774"
"102723775","102723775","LINC01315",9,4127,"IGIS","LINC01315"
"102723777","102723777","LOC102723777",5,2958,"IGIS","LOC102723777"
"102723778","102723778","LOC102723778",8,733,"IGIS","LOC102723778"
"102723779","102723779","LOC102723779",9,3834,"IGIS","LOC102723779"
"102723780","102723780","LOC102723780",9,698,"IGIS","LOC102723780"
"102723781","102723781","LOC102723781",12,1260,"IGIS","LOC102723781"
"102723782","102723782","LOC102723782",6,1670,"IGIS","LOC102723782"
"102723783","102723783","LOC102723783",29,9719,"IGIS","LOC102723783"
"102723784","102723784","LOC102723784",9,1290,"IGIS","LOC102723784"
"102723785","102723785","LOC102723785",5,70,"IGIS","LOC102723785"
"102723786","102723786","LOC102723786",9,785,"IGIS","LOC102723786"
"102723787","102723787","LOC102723787",4,70,"IGIS","LOC102723787"
"102723788","102723788","LOC102723788",12,10974,"IGIS","LOC102723788"
"102723789","102723789","LOC102723789",16,810,"IGIS","LOC102723789"
"102723790","102723790","LOC102723790",9,1137,"IGIS","LOC102723790"
"102723791","102723791","LOC102723791",16,1811,"IGIS","LOC102723791"
"102723793","102723793","LOC102723793",9,498,"IGIS","LOC102723793"
"102723794","102723794","LOC102723794",10,4687,"IGIS","LOC102723794"
"102723795","102723795","LOC102723795",9,1386,"IGIS","LOC102723795"
"102723796","102723796","LOC102723796",9,645,"IGIS","LOC102723796"
"102723797","102723797","LOC102723797",6,2052,"IGIS","LOC102723797"
"102723798","102723798","LOC102723798",6,1232,"IGIS","LOC102723798"
"102723799","102723799","LOC102723799",6,1486,"IGIS","LOC102723799"
"102723800","102723800","LOC102723800",3,45,"IGIS","LOC102723800"
"102723801","102723801","",13,1443,"IGIS",""
"102723802","102723802","LOC102723802",9,1845,"IGIS","LOC102723802"
"102723803","102723803","LOC102723803",6,424,"IGIS","LOC102723803"
"102723804","102723804","LOC102723804",9,3969,"IGIS","LOC102723804"
"102723805","102723805","LOC102723805",42,19130,"IGIS","LOC102723805"
"102723806","102723806","LOC102723806",9,5501,"IGIS","LOC102723806"
"102723807","102723807","LOC102723807",5,123,"IGIS","LOC102723807"
"102723808","102723808","LOC102723808",6,2864,"IGIS","LOC102723808"
"102723809","102723809","LOC102723809",7,1189,"IGIS","LOC102723809"
"102723810","102723810","LOC102723810",3,73,"IGIS","LOC102723810"
"102723811","102723811","LOC102723811",4,2004,"IGIS","LOC102723811"
"102723812","102723812","LOC102723812",3,63,"IGIS","LOC102723812"
"102723813","102723813","LOC102723813",5,750,"IGIS","LOC102723813"
"102723814","102723814","LOC102723814",6,5220,"IGIS","LOC102723814"
"102723816","102723816","LOC102723816",3,251,"IGIS","LOC102723816"
"102723817","102723817","LOC102723817",9,3403,"IGIS","LOC102723817"
"102723818","102723818","LINC01248",8,1143,"IGIS","LINC01248"
"102723819","102723819","LOC102723819",3,160,"IGIS","LOC102723819"
"102723820","102723820","LOC102723820",9,6195,"IGIS","LOC102723820"
"102723821","102723821","LOC102723821",9,375,"IGIS","LOC102723821"
"102723822","102723822","LOC102723822",15,1713,"IGIS","LOC102723822"
"102723823","102723823","LOC102723823",9,846,"IGIS","LOC102723823"
"102723824","102723824","LOC102723824",13,5765,"IGIS","LOC102723824"
"102723825","102723825","LOC102723825",9,681,"IGIS","LOC102723825"
"102723826","102723826","LOC102723826",3,74,"IGIS","LOC102723826"
"102723827","102723827","LOC102723827",9,1086,"IGIS","LOC102723827"
"102723828","102723828","LOC102723828",6,1504,"IGIS","LOC102723828"
"102723829","102723829","LOC102723829",9,1044,"IGIS","LOC102723829"
"102723830","102723830","LOC102723830",12,317,"IGIS","LOC102723830"
"102723831","102723831","LOC102723831",14,2159,"IGIS","LOC102723831"
"102723832","102723832","LOC102723832",9,162,"IGIS","LOC102723832"
"102723833","102723833","LOC102723833",8,1261,"IGIS","LOC102723833"
"102723834","102723834","LOC102723834",9,366,"IGIS","LOC102723834"
"102723835","102723835","LOC102723835",6,404,"IGIS","LOC102723835"
"102723836","102723836","LOC102723836",2,548,"IGIS","LOC102723836"
"102723837","102723837","",12,1156,"IGIS",""
"102723838","102723838","LOC102723838",6,1140,"IGIS","LOC102723838"
"102723839","102723839","LOC102723839",6,2283,"IGIS","LOC102723839"
"102723840","102723840","LOC102723840",19,2994,"IGIS","LOC102723840"
"102723841","102723841","LOC102723841",3,331,"IGIS","LOC102723841"
"102723842","102723842","LOC102723842",9,465,"IGIS","LOC102723842"
"102723843","102723843","LOC102723843",24,4134,"IGIS","LOC102723843"
"102723844","102723844","LOC102723844",12,669,"IGIS","LOC102723844"
"102723845","102723845","LOC102723845",6,1449,"IGIS","LOC102723845"
"102723846","102723846","LOC102723846",9,1263,"IGIS","LOC102723846"
"102723847","102723847","LOC102723847",6,1493,"IGIS","LOC102723847"
"102723848","102723848","LOC102723848",3,52,"IGIS","LOC102723848"
"102723849","102723849","LOC102723849",6,1877,"IGIS","LOC102723849"
"102723850","102723850","LOC102723850",9,831,"IGIS","LOC102723850"
"102723851","102723851","LOC102723851",4,1178,"IGIS","LOC102723851"
"102723853","102723853","LOC102723853",9,2712,"IGIS","LOC102723853"
"102723854","102723854","LOC102723854",15,3728,"IGIS","LOC102723854"
"102723855","102723855","LOC102723855",6,432,"IGIS","LOC102723855"
"102723856","102723856","LOC102723856",2,1887,"IGIS","LOC102723856"
"102723857","102723857","LOC102723857",3,310,"IGIS","LOC102723857"
"102723858","102723858","LOC102723858",6,694,"IGIS","LOC102723858"
"102723859","102723859","LOC102723859",48,6887,"IGIS","LOC102723859"
"102723860","102723860","LOC102723860",6,75,"IGIS","LOC102723860"
"102723861","102723861","LOC102723861",4,868,"IGIS","LOC102723861"
"102723862","102723862","LOC102723862",16,3291,"IGIS","LOC102723862"
"102723863","102723863","",7,8542,"IGIS",""
"102723864","102723864","LOC102723864",6,2865,"IGIS","LOC102723864"
"102723865","102723865","LOC102723865",6,2097,"IGIS","LOC102723865"
"102723866","102723866","LOC102723866",9,4428,"IGIS","LOC102723866"
"102723867","102723867","LOC102723867",2,524,"IGIS","LOC102723867"
"102723868","102723868","LOC102723868",3,54,"IGIS","LOC102723868"
"102723869","102723869","LOC102723869",6,214,"IGIS","LOC102723869"
"102723870","102723870","LOC102723870",6,990,"IGIS","LOC102723870"
"102723871","102723871","LOC102723871",3,78,"IGIS","LOC102723871"
"102723872","102723872","LOC102723872",12,2274,"IGIS","LOC102723872"
"102723873","102723873","LOC102723873",2,100,"IGIS","LOC102723873"
"102723874","102723874","LOC102723874",3,711,"IGIS","LOC102723874"
"102723875","102723875","LINC01065",14,1240,"IGIS","LINC01065"
"102723876","102723876","LOC102723876",9,924,"IGIS","LOC102723876"
"102723877","102723877","LOC102723877",6,3141,"IGIS","LOC102723877"
"102723878","102723878","LOC102723878",6,518,"IGIS","LOC102723878"
"102723879","102723879","LOC102723879",5,473,"IGIS","LOC102723879"
"102723880","102723880","LOC102723880",9,1047,"IGIS","LOC102723880"
"102723881","102723881","LOC102723881",2,86,"IGIS","LOC102723881"
"102723882","102723882","LOC102723882",5,72,"IGIS","LOC102723882"
"102723883","102723883","LOC102723883",11,2070,"IGIS","LOC102723883"
"102723884","102723884","LOC102723884",9,2019,"IGIS","LOC102723884"
"102723885","102723885","LOC102723885",6,1343,"IGIS","LOC102723885"
"102723886","102723886","LOC102723886",6,2523,"IGIS","LOC102723886"
"102723887","102723887","LOC102723887",3,52,"IGIS","LOC102723887"
"102723888","102723888","LOC102723888",19,5002,"IGIS","LOC102723888"
"102723889","102723889","LOC102723889",6,794,"IGIS","LOC102723889"
"102723890","102723890","LOC102723890",7,850,"IGIS","LOC102723890"
"102723891","102723891","LOC102723891",8,541,"IGIS","LOC102723891"
"102723892","102723892","LOC102723892",3,430,"IGIS","LOC102723892"
"102723893","102723893","LOC102723893",4,777,"IGIS","LOC102723893"
"102723894","102723894","LOC102723894",4,1982,"IGIS","LOC102723894"
"102723895","102723895","LOC102723895",7,1141,"IGIS","LOC102723895"
"102723896","102723896","LOC102723896",6,2607,"IGIS","LOC102723896"
"102723897","102723897","LOC102723897",11,1723,"IGIS","LOC102723897"
"102723898","102723898","LOC102723898",9,810,"IGIS","LOC102723898"
"102723899","102723899","LOC102723899",77,7162,"IGIS","LOC102723899"
"102723900","102723900","LOC102723900",5,747,"IGIS","LOC102723900"
"102723901","102723901","LOC102723901",4,3592,"IGIS","LOC102723901"
"102723902","102723902","LOC102723902",4,776,"IGIS","LOC102723902"
"102723903","102723903","LOC102723903",4,1223,"IGIS","LOC102723903"
"102723904","102723904","LOC102723904",4,924,"IGIS","LOC102723904"
"102723905","102723905","LOC102723905",9,972,"IGIS","LOC102723905"
"102723906","102723906","LOC102723906",12,4644,"IGIS","LOC102723906"
"102723907","102723907","LOC102723907",9,858,"IGIS","LOC102723907"
"102723908","102723908","LOC102723908",3,2491,"IGIS","LOC102723908"
"102723909","102723909","LOC102723909",9,2184,"IGIS","LOC102723909"
"102723910","102723910","LOC102723910",7,459,"IGIS","LOC102723910"
"102723911","102723911","LOC102723911",12,843,"IGIS","LOC102723911"
"102723912","102723912","LOC102723912",7,798,"IGIS","LOC102723912"
"102723913","102723913","LOC102723913",3,1273,"IGIS","LOC102723913"
"102723914","102723914","LOC102723914",7,616,"IGIS","LOC102723914"
"102723915","102723915","LOC102723915",6,573,"IGIS","LOC102723915"
"102723916","102723916","LOC102723916",9,654,"IGIS","LOC102723916"
"102723917","102723917","LOC102723917",4,795,"IGIS","LOC102723917"
"102723918","102723918","",6,1456,"IGIS",""
"102723919","102723919","LOC102723919",4,1996,"IGIS","LOC102723919"
"102723920","102723920","LOC102723920",16,2498,"IGIS","LOC102723920"
"102723921","102723921","LOC102723921",9,819,"IGIS","LOC102723921"
"102723922","102723922","LOC102723922",9,802,"IGIS","LOC102723922"
"102723923","102723923","LOC102723923",9,1545,"IGIS","LOC102723923"
"102723924","102723924","LOC102723924",11,1323,"IGIS","LOC102723924"
"102723925","102723925","LOC102723925",4,1209,"IGIS","LOC102723925"
"102723926","102723926","",3,2533,"IGIS",""
"102723927","102723927","LOC102723927",18,8786,"IGIS","LOC102723927"
"102723928","102723928","LOC102723928",10,878,"IGIS","LOC102723928"
"102723929","102723929","LOC102723929",9,6387,"IGIS","LOC102723929"
"102723931","102723931","LOC102723931",3,56,"IGIS","LOC102723931"
"102723932","102723932","LOC102723932",11,3588,"IGIS","LOC102723932"
"102723933","102723933","LOC102723933",9,480,"IGIS","LOC102723933"
"102723934","102723934","LOC102723934",3,1926,"IGIS","LOC102723934"
"102723935","102723935","LOC102723935",9,342,"IGIS","LOC102723935"
"102723936","102723936","LOC102723936",6,272,"IGIS","LOC102723936"
"102723937","102723937","LOC102723937",3,51,"IGIS","LOC102723937"
"102723938","102723938","LOC102723938",5,252,"IGIS","LOC102723938"
"102723939","102723939","LOC102723939",9,164,"IGIS","LOC102723939"
"102723940","102723940","LOC102723940",5,411,"IGIS","LOC102723940"
"102723941","102723941","LOC102723941",7,448,"IGIS","LOC102723941"
"102723942","102723942","LOC102723942",1,876,"IGIS","LOC102723942"
"102723943","102723943","LOC102723943",6,1158,"IGIS","LOC102723943"
"102723944","102723944","LOC102723944",9,903,"IGIS","LOC102723944"
"102723946","102723946","LOC102723946",6,798,"IGIS","LOC102723946"
"102723947","102723947","LOC102723947",9,1608,"IGIS","LOC102723947"
"102723948","102723948","LOC102723948",9,720,"IGIS","LOC102723948"
"102723949","102723949","",16,1564,"IGIS",""
"102723950","102723950","LOC102723950",3,62,"IGIS","LOC102723950"
"102723951","102723951","LOC102723951",11,1052,"IGIS","LOC102723951"
"102723952","102723952","LOC102723952",6,756,"IGIS","LOC102723952"
"102723953","102723953","LOC102723953",9,4395,"IGIS","LOC102723953"
"102723954","102723954","LOC102723954",28,9004,"IGIS","LOC102723954"
"102723955","102723955","LOC102723955",26,5220,"IGIS","LOC102723955"
"102723956","102723956","LOC102723956",9,1662,"IGIS","LOC102723956"
"102723957","102723957","LOC102723957",3,1050,"IGIS","LOC102723957"
"102723958","102723958","LOC102723958",4,1722,"IGIS","LOC102723958"
"102723959","102723959","LOC102723959",2,441,"IGIS","LOC102723959"
"102723960","102723960","LOC102723960",3,4773,"IGIS","LOC102723960"
"102723961","102723961","LOC102723961",9,1026,"IGIS","LOC102723961"
"102723962","102723962","LOC102723962",5,112,"IGIS","LOC102723962"
"102723963","102723963","LOC102723963",6,870,"IGIS","LOC102723963"
"102723965","102723965","LOC102723965",5,1487,"IGIS","LOC102723965"
"102723966","102723966","LOC102723966",9,2116,"IGIS","LOC102723966"
"102723967","102723967","LOC102723967",16,1463,"IGIS","LOC102723967"
"102723968","102723968","LOC102723968",12,3050,"IGIS","LOC102723968"
"102723969","102723969","LOC102723969",3,51,"IGIS","LOC102723969"
"102723970","102723970","LOC102723970",9,723,"IGIS","LOC102723970"
"102723971","102723971","LOC102723971",9,537,"IGIS","LOC102723971"
"102723972","102723972","",6,5763,"IGIS",""
"102723973","102723973","LOC102723973",18,9330,"IGIS","LOC102723973"
"102723974","102723974","LOC102723974",8,698,"IGIS","LOC102723974"
"102723975","102723975","LOC102723975",6,818,"IGIS","LOC102723975"
"102723976","102723976","LOC102723976",3,65,"IGIS","LOC102723976"
"102723977","102723977","LOC102723977",6,1173,"IGIS","LOC102723977"
"102723978","102723978","LOC102723978",3,48,"IGIS","LOC102723978"
"102723979","102723979","LOC102723979",9,582,"IGIS","LOC102723979"
"102723980","102723980","LOC102723980",32,6811,"IGIS","LOC102723980"
"102723981","102723981","LOC102723981",2,592,"IGIS","LOC102723981"
"102723983","102723983","LOC102723983",6,2088,"IGIS","LOC102723983"
"102723984","102723984","LOC102723984",3,57,"IGIS","LOC102723984"
"102723985","102723985","LOC102723985",9,661,"IGIS","LOC102723985"
"102723986","102723986","LOC102723986",12,1440,"IGIS","LOC102723986"
"102723987","102723987","LOC102723987",4,94,"IGIS","LOC102723987"
"102723988","102723988","LOC102723988",6,2560,"IGIS","LOC102723988"
"102723989","102723989","LOC102723989",6,2715,"IGIS","LOC102723989"
"102723990","102723990","",6,3975,"IGIS",""
"102723992","102723992","",9,3798,"IGIS",""
"102723993","102723993","",9,1626,"IGIS",""
"102723994","102723994","LOC102723994",9,2448,"IGIS","LOC102723994"
"102723995","102723995","LOC102723995",3,1011,"IGIS","LOC102723995"
"102723996","102723996","LOC102723996",21,14332,"IGIS","LOC102723996"
"102723997","102723997","LOC102723997",4,3614,"IGIS","LOC102723997"
"102723998","102723998","LOC102723998",6,1468,"IGIS","LOC102723998"
"102724000","102724000","LOC102724000",18,1661,"IGIS","LOC102724000"
"102724001","102724001","LOC102724001",7,389,"IGIS","LOC102724001"
"102724002","102724002","LOC102724002",6,9951,"IGIS","LOC102724002"
"102724003","102724003","LOC102724003",9,1265,"IGIS","LOC102724003"
"102724004","102724004","LOC102724004",5,530,"IGIS","LOC102724004"
"102724005","102724005","LOC102724005",4,980,"IGIS","LOC102724005"
"102724006","102724006","LOC102724006",9,2634,"IGIS","LOC102724006"
"102724007","102724007","LOC102724007",13,162,"IGIS","LOC102724007"
"102724008","102724008","LOC102724008",9,543,"IGIS","LOC102724008"
"102724009","102724009","LOC102724009",4,1166,"IGIS","LOC102724009"
"102724010","102724010","LOC102724010",6,14175,"IGIS","LOC102724010"
"102724011","102724011","LOC102724011",10,1278,"IGIS","LOC102724011"
"102724012","102724012","LOC102724012",9,810,"IGIS","LOC102724012"
"102724013","102724013","LOC102724013",3,100,"IGIS","LOC102724013"
"102724014","102724014","LOC102724014",3,813,"IGIS","LOC102724014"
"102724015","102724015","LOC102724015",6,684,"IGIS","LOC102724015"
"102724016","102724016","LOC102724016",2,1325,"IGIS","LOC102724016"
"102724017","102724017","LOC102724017",39,2574,"IGIS","LOC102724017"
"102724018","102724018","LOC102724018",12,4944,"IGIS","LOC102724018"
"102724019","102724019","LOC102724019",16,3719,"IGIS","LOC102724019"
"102724020","102724020","LOC102724020",6,888,"IGIS","LOC102724020"
"102724021","102724021","LOC102724021",6,1332,"IGIS","LOC102724021"
"102724022","102724022","LOC102724022",5,182,"IGIS","LOC102724022"
"102724023","102724023","LOC102724023",15,5077,"IGIS","LOC102724023"
"102724024","102724024","LOC102724024",9,3909,"IGIS","LOC102724024"
"102724026","102724026","LOC102724026",6,2313,"IGIS","LOC102724026"
"102724027","102724027","LOC102724027",9,414,"IGIS","LOC102724027"
"102724028","102724028","LOC102724028",9,969,"IGIS","LOC102724028"
"102724029","102724029","LOC102724029",9,756,"IGIS","LOC102724029"
"102724030","102724030","LOC102724030",19,3558,"IGIS","LOC102724030"
"102724031","102724031","LOC102724031",4,660,"IGIS","LOC102724031"
"102724032","102724032","LOC102724032",3,57,"IGIS","LOC102724032"
"102724033","102724033","LOC102724033",3,76,"IGIS","LOC102724033"
"102724034","102724034","LOC102724034",22,3335,"IGIS","LOC102724034"
"102724036","102724036","LOC102724036",9,705,"IGIS","LOC102724036"
"102724037","102724037","LOC102724037",9,2143,"IGIS","LOC102724037"
"102724038","102724038","LOC102724038",3,48,"IGIS","LOC102724038"
"102724039","102724039","LOC102724039",6,717,"IGIS","LOC102724039"
"102724040","102724040","LOC102724040",9,2519,"IGIS","LOC102724040"
"102724041","102724041","LOC102724041",9,776,"IGIS","LOC102724041"
"102724043","102724043","LOC102724043",11,2479,"IGIS","LOC102724043"
"102724044","102724044","LOC102724044",9,483,"IGIS","LOC102724044"
"102724045","102724045","LOC102724045",3,75,"IGIS","LOC102724045"
"102724046","102724046","LOC102724046",9,1266,"IGIS","LOC102724046"
"102724047","102724047","LOC102724047",24,3740,"IGIS","LOC102724047"
"102724048","102724048","LOC102724048",9,555,"IGIS","LOC102724048"
"102724049","102724049","LOC102724049",5,870,"IGIS","LOC102724049"
"102724050","102724050","LOC102724050",14,2238,"IGIS","LOC102724050"
"102724051","102724051","LOC102724051",6,300,"IGIS","LOC102724051"
"102724052","102724052","LOC102724052",3,813,"IGIS","LOC102724052"
"102724053","102724053","LOC102724053",6,1557,"IGIS","LOC102724053"
"102724054","102724054","LOC102724054",5,95,"IGIS","LOC102724054"
"102724055","102724055","LOC102724055",12,512,"IGIS","LOC102724055"
"102724056","102724056","LOC102724056",9,300,"IGIS","LOC102724056"
"102724057","102724057","LOC102724057",12,2592,"IGIS","LOC102724057"
"102724058","102724058","LOC102724058",13,1175,"IGIS","LOC102724058"
"102724059","102724059","",3,635,"IGIS",""
"102724060","102724060","LOC102724060",9,1914,"IGIS","LOC102724060"
"102724061","102724061","LOC102724061",6,2994,"IGIS","LOC102724061"
"102724062","102724062","LOC102724062",9,483,"IGIS","LOC102724062"
"102724063","102724063","LOC102724063",9,393,"IGIS","LOC102724063"
"102724064","102724064","LOC102724064",11,1888,"IGIS","LOC102724064"
"102724065","102724065","LOC102724065",9,2346,"IGIS","LOC102724065"
"102724067","102724067","",9,888,"IGIS",""
"102724068","102724068","LOC102724068",9,1956,"IGIS","LOC102724068"
"102724069","102724069","LOC102724069",9,777,"IGIS","LOC102724069"
"102724071","102724071","LOC102724071",3,53,"IGIS","LOC102724071"
"102724072","102724072","LOC102724072",12,1341,"IGIS","LOC102724072"
"102724073","102724073","LOC102724073",73,38140,"IGIS","LOC102724073"
"102724074","102724074","LOC102724074",6,1341,"IGIS","LOC102724074"
"102724075","102724075","LOC102724075",6,1710,"IGIS","LOC102724075"
"102724076","102724076","LINC01038",4,938,"IGIS","LINC01038"
"102724077","102724077","LOC102724077",4,922,"IGIS","LOC102724077"
"102724078","102724078","LOC102724078",9,384,"IGIS","LOC102724078"
"102724079","102724079","LOC102724079",4,443,"IGIS","LOC102724079"
"102724080","102724080","LOC102724080",9,957,"IGIS","LOC102724080"
"102724081","102724081","LOC102724081",9,1407,"IGIS","LOC102724081"
"102724082","102724082","LOC102724082",9,519,"IGIS","LOC102724082"
"102724084","102724084","LOC102724084",22,2432,"IGIS","LOC102724084"
"102724085","102724085","LOC102724085",2,56,"IGIS","LOC102724085"
"102724086","102724086","LOC102724086",9,315,"IGIS","LOC102724086"
"102724087","102724087","LOC102724087",18,1113,"IGIS","LOC102724087"
"102724088","102724088","LOC102724088",2,45,"IGIS","LOC102724088"
"102724089","102724089","LOC102724089",5,194,"IGIS","LOC102724089"
"102724090","102724090","LOC102724090",6,801,"IGIS","LOC102724090"
"102724091","102724091","LOC102724091",3,50,"IGIS","LOC102724091"
"102724092","102724092","LOC102724092",9,1527,"IGIS","LOC102724092"
"102724093","102724093","LOC102724093",9,4420,"IGIS","LOC102724093"
"102724094","102724094","LOC102724094",9,1052,"IGIS","LOC102724094"
"102724095","102724095","LOC102724095",3,40,"IGIS","LOC102724095"
"102724096","102724096","LOC102724096",12,2364,"IGIS","LOC102724096"
"102724097","102724097","TTC39A-AS1",6,1292,"IGIS","TTC39A-AS1"
"102724098","102724098","LOC102724098",6,2274,"IGIS","LOC102724098"
"102724099","102724099","LOC102724099",3,777,"IGIS","LOC102724099"
"102724100","102724100","LOC102724100",6,5073,"IGIS","LOC102724100"
"102724101","102724101","LOC102724101",2,882,"IGIS","LOC102724101"
"102724102","102724102","LOC102724102",9,501,"IGIS","LOC102724102"
"102724103","102724103","LOC102724103",6,1551,"IGIS","LOC102724103"
"102724104","102724104","LOC102724104",10,870,"IGIS","LOC102724104"
"102724105","102724105","LOC102724105",13,3384,"IGIS","LOC102724105"
"102724106","102724106","LOC102724106",9,3957,"IGIS","LOC102724106"
"102724107","102724107","LOC102724107",15,3601,"IGIS","LOC102724107"
"102724108","102724108","LOC102724108",6,1779,"IGIS","LOC102724108"
"102724109","102724109","LOC102724109",27,3165,"IGIS","LOC102724109"
